"Family ID","Father Alive","Mother Alive","Father's Education","Mother's Education","Father's Job","Mother's Job","Marital Status","Family Income","Number of Family Members",Gender,"School Type",Stage,Grade,"Tutoring Support","Social Activities","Chronic Disease","First Semester Average","Second Semester Average","Difference (Semester 2 - Semester 1)","Daily Smart Device Usage","Other Influencing Factors","Additional Suggestions","Response Language","Submission Date"
161,Yes,Yes,Primary,Secondary,Retired,Unemployed,Married,"300 – 700 BHD",4,Male,Government,Primary,Second,Yes,No,No,98.00,98.00,0.00,"Less than an hour","المدرس ليه دور كبير في توصيل المعلومه وعلى حسب اداء المدرس",,Arabic,"2026-07-15 15:19:47"
162,Yes,Yes,Secondary,Bachelor's,Employed,Retired,Married,"700 – 1000 BHD",2,Female,Government,Primary,First,Yes,Yes,No,99.90,99.90,0.00,"3 - 5 hours","الوضع الاقليمي و الوطني 
كثرة الطلاب بالصف الواحد 
تصنيفات الطلاب في الصفوف",,Arabic,"2026-07-15 15:21:05"
163,Yes,Yes,Secondary,Diploma,Retired,Unemployed,Married,"300 – 700 BHD",4,Male,Government,Primary,Second,Yes,No,No,100.00,100.00,0.00,"1 - 3 hours",لا,لا,Arabic,"2026-07-15 15:23:35"
163,Yes,Yes,Secondary,Diploma,Retired,Unemployed,Married,"300 – 700 BHD",4,Female,Government,Secondary,First,Yes,No,No,77.00,87.00,10.00,"3 - 5 hours",لا,لا,Arabic,"2026-07-15 15:23:35"
164,Yes,Yes,Secondary,Diploma,Employed,Unemployed,Married,"300 – 700 BHD",3,Male,Government,Primary,Second,Yes,Yes,Yes,99.75,99.75,0.00,"1 - 3 hours","نعم ، التنمر في المدرسة والبيئة 
ولكنه يبذل قصارى جهده ليتمكن من مواجهة هذا التنمر بعقلانية","أتنمى لو يكون هناك خلق بيئة آمنة للأطفال من كل النواحي في المدرسة",Arabic,"2026-07-15 15:47:30"
164,Yes,Yes,Secondary,Diploma,Employed,Unemployed,Married,"300 – 700 BHD",3,Male,Government,Primary,Fifth,No,Yes,No,98.85,99.75,0.90,"1 - 3 hours","نعم ، التنمر في المدرسة والبيئة 
ولكنه يبذل قصارى جهده ليتمكن من مواجهة هذا التنمر بعقلانية","أتنمى لو يكون هناك خلق بيئة آمنة للأطفال من كل النواحي في المدرسة",Arabic,"2026-07-15 15:47:30"
165,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"700 – 1000 BHD",3,Male,Government,Intermediate,First,No,Yes,No,98.00,98.00,0.00,"More than 5 hours",,,Arabic,"2026-07-15 16:34:43"
166,Yes,Yes,Secondary,Diploma,Employed,Employed,Married,"300 – 700 BHD",2,Male,Government,Intermediate,Third,No,Yes,No,0.00,0.00,0.00,"More than 5 hours",نعم,,Arabic,"2026-07-15 20:03:48"
166,Yes,Yes,Secondary,Diploma,Employed,Employed,Married,"300 – 700 BHD",2,Male,Government,Intermediate,First,No,Yes,Yes,0.00,0.00,0.00,"More than 5 hours",نعم,,Arabic,"2026-07-15 20:03:48"
167,Yes,Yes,Diploma,Diploma,Employed,Unemployed,Married,"700 – 1000 BHD",3,Female,Government,Intermediate,First,No,No,No,90.00,90.00,0.00,"3 - 5 hours","التعليم عن بعد بين قوسين التعليم online يؤثر على مستوى الطالب التعليمي ،وايضا قلة المال وعدم دعم الطااب بالدورات الخاصة تؤثر على المستوى التعليمي والاجتماعي .",,Arabic,"2026-07-16 05:19:17"
167,Yes,Yes,Diploma,Diploma,Employed,Unemployed,Married,"700 – 1000 BHD",3,Female,Government,Primary,Fifth,No,No,No,90.00,90.00,0.00,"3 - 5 hours","التعليم عن بعد بين قوسين التعليم online يؤثر على مستوى الطالب التعليمي ،وايضا قلة المال وعدم دعم الطااب بالدورات الخاصة تؤثر على المستوى التعليمي والاجتماعي .",,Arabic,"2026-07-16 05:19:17"
167,Yes,Yes,Diploma,Diploma,Employed,Unemployed,Married,"700 – 1000 BHD",3,Male,Government,Primary,First,No,No,No,95.00,95.00,0.00,"3 - 5 hours","التعليم عن بعد بين قوسين التعليم online يؤثر على مستوى الطالب التعليمي ،وايضا قلة المال وعدم دعم الطااب بالدورات الخاصة تؤثر على المستوى التعليمي والاجتماعي .",,Arabic,"2026-07-16 05:19:17"
168,Yes,Yes,Secondary,Secondary,Retired,Retired,Married,"300 – 700 BHD",1,Female,Government,Secondary,Third,Yes,No,No,98.00,100.00,2.00,"More than 5 hours",,,Arabic,"2026-07-16 06:42:06"
169,Yes,Yes,Diploma,Bachelor's,Employed,Employed,Married,"700 – 1000 BHD",3,Male,Government,Intermediate,Third,No,No,No,97.00,92.00,-5.00,"3 - 5 hours","الدراسة عن بعد، وغياب الوالدين في العمل  وقت الدراسة عن بعد .","لا يوجد",Arabic,"2026-07-16 10:20:17"
169,Yes,Yes,Diploma,Bachelor's,Employed,Employed,Married,"700 – 1000 BHD",3,Female,Government,Primary,Sixth,No,No,No,94.00,94.00,0.00,"3 - 5 hours","الدراسة عن بعد، وغياب الوالدين في العمل  وقت الدراسة عن بعد .","لا يوجد",Arabic,"2026-07-16 10:20:17"
170,Yes,Yes,Secondary,Bachelor's,Retired,Unemployed,Married,"Less than 300 BHD",3,Female,Government,Primary,Fifth,No,No,No,99.00,99.90,0.90,"3 - 5 hours",,,Arabic,"2026-07-16 12:16:02"
170,Yes,Yes,Secondary,Bachelor's,Retired,Unemployed,Married,"Less than 300 BHD",3,Male,Government,Primary,First,No,No,No,90.00,99.90,9.90,"3 - 5 hours",,,Arabic,"2026-07-16 12:16:02"
171,Yes,Yes,Secondary,Diploma,Employed,Employed,Married,"300 – 700 BHD",3,Male,Government,Primary,Fourth,Yes,Yes,No,94.10,97.00,2.90,"3 - 5 hours",لا,,Arabic,"2026-07-16 18:38:58"
172,Yes,Yes,Diploma,Diploma,Employed,Unemployed,Married,"700 – 1000 BHD",4,Female,Government,Intermediate,Third,No,Yes,Yes,93.00,96.00,3.00,"More than 5 hours",,,Arabic,"2026-07-16 22:15:36"
172,Yes,Yes,Diploma,Diploma,Employed,Unemployed,Married,"700 – 1000 BHD",4,Male,Government,Primary,Fourth,No,Yes,Yes,97.10,96.60,-0.50,"1 - 3 hours",,,Arabic,"2026-07-16 22:15:36"
172,Yes,Yes,Diploma,Diploma,Employed,Unemployed,Married,"700 – 1000 BHD",4,Female,Government,Primary,First,No,Yes,Yes,99.00,98.00,-1.00,"1 - 3 hours",,,Arabic,"2026-07-16 22:15:36"
173,Yes,Yes,Secondary,Secondary,Unemployed,Unemployed,Separated,"Less than 300 BHD",2,Male,Government,Primary,First,No,No,Yes,75.38,79.00,3.62,"1 - 3 hours",,,Arabic,"2026-07-17 11:02:48"
173,Yes,Yes,Secondary,Secondary,Unemployed,Unemployed,Separated,"Less than 300 BHD",2,Male,Government,Primary,Second,No,No,No,81.00,87.44,6.44,"1 - 3 hours",,,Arabic,"2026-07-17 11:02:48"
174,Yes,Yes,Secondary,Secondary,Employed,Unemployed,Separated,"Less than 300 BHD",3,Male,Government,Primary,Fourth,No,No,Yes,75.78,77.40,1.62,"3 - 5 hours",,,Arabic,"2026-07-17 11:08:10"
174,Yes,Yes,Secondary,Secondary,Employed,Unemployed,Separated,"Less than 300 BHD",3,Male,Government,Primary,Third,No,No,Yes,81.22,83.89,2.67,"1 - 3 hours",,,Arabic,"2026-07-17 11:08:10"
174,Yes,Yes,Secondary,Secondary,Employed,Unemployed,Separated,"Less than 300 BHD",3,Male,Government,Primary,Fifth,Yes,Yes,Yes,94.50,91.40,-3.10,"1 - 3 hours",,,Arabic,"2026-07-17 11:08:10"
175,Yes,Yes,Secondary,Bachelor's,Retired,Unemployed,Married,"700 – 1000 BHD",4,Male,Government,Primary,Fourth,No,Yes,No,78.00,79.20,1.20,"3 - 5 hours",,,Arabic,"2026-07-17 11:11:36"
175,Yes,Yes,Secondary,Bachelor's,Retired,Unemployed,Married,"700 – 1000 BHD",4,Male,Government,Primary,Second,Yes,No,No,90.00,90.89,0.89,"3 - 5 hours",,,Arabic,"2026-07-17 11:11:36"
176,Yes,Yes,Secondary,Secondary,Retired,Unemployed,Married,"300 – 700 BHD",4,Male,Government,Primary,Third,No,Yes,No,79.44,82.25,2.81,"3 - 5 hours",,,Arabic,"2026-07-17 11:33:12"
176,Yes,Yes,Secondary,Secondary,Retired,Unemployed,Married,"300 – 700 BHD",4,Male,Government,Primary,Sixth,No,No,No,95.10,85.20,-9.90,"1 - 3 hours",,,Arabic,"2026-07-17 11:33:12"
177,Yes,Yes,Bachelor's,Diploma,Retired,Unemployed,Married,"300 – 700 BHD",3,Male,Government,Intermediate,Third,Yes,No,No,97.20,99.20,2.00,"3 - 5 hours",,,Arabic,"2026-07-17 15:33:33"
178,Yes,Yes,Bachelor's,Bachelor's,Employed,Unemployed,Married,"300 – 700 BHD",3,Male,Government,Primary,Fifth,Yes,No,No,94.50,98.00,3.50,"1 - 3 hours","لا يوجد",لا,Arabic,"2026-07-17 15:58:51"
178,Yes,Yes,Bachelor's,Bachelor's,Employed,Unemployed,Married,"300 – 700 BHD",3,Female,Government,Primary,Third,No,No,No,97.00,99.00,2.00,"1 - 3 hours","لا يوجد",لا,Arabic,"2026-07-17 15:58:51"
179,Yes,Yes,Bachelor's,Bachelor's,Employed,Retired,Married,"300 – 700 BHD",3,Male,Government,Secondary,Third,Yes,Yes,No,99.00,99.00,0.00,"3 - 5 hours","لا يوجد","نطالب بمواد المراحل الجامعية .",Arabic,"2026-07-17 16:22:08"
179,Yes,Yes,Bachelor's,Bachelor's,Employed,Retired,Married,"300 – 700 BHD",3,Male,Government,Intermediate,First,Yes,Yes,No,99.80,99.60,-0.20,"1 - 3 hours","لا يوجد","نطالب بمواد المراحل الجامعية .",Arabic,"2026-07-17 16:22:08"
180,No,Yes,Primary,Secondary,Retired,Unemployed,Widow,"300 – 700 BHD",3,Male,Government,Primary,Fourth,No,No,No,80.44,78.70,-1.74,"More than 5 hours",,,Arabic,"2026-07-17 18:46:08"
180,No,Yes,Primary,Secondary,Retired,Unemployed,Widow,"300 – 700 BHD",3,Male,Government,Primary,Fifth,No,No,No,82.60,77.70,-4.90,"3 - 5 hours",,,Arabic,"2026-07-17 18:46:08"
181,Yes,Yes,Secondary,Secondary,Employed,Employed,Married,"700 – 1000 BHD",4,Male,Government,Primary,Fourth,No,No,No,80.56,85.90,5.34,"1 - 3 hours",,,Arabic,"2026-07-17 18:48:42"
181,Yes,Yes,Secondary,Secondary,Employed,Employed,Married,"700 – 1000 BHD",4,Male,Government,Primary,First,No,No,No,89.00,95.22,6.22,"1 - 3 hours",,,Arabic,"2026-07-17 18:48:42"
182,Yes,Yes,Primary,Primary,Retired,Unemployed,Separated,"300 – 700 BHD",5,Male,Government,Primary,Fourth,No,No,No,81.00,80.70,-0.30,"3 - 5 hours",,,Arabic,"2026-07-17 18:51:11"
182,Yes,Yes,Primary,Primary,Retired,Unemployed,Separated,"300 – 700 BHD",5,Male,Government,Primary,Fifth,No,No,No,81.00,78.60,-2.40,"3 - 5 hours",,,Arabic,"2026-07-17 18:51:11"
183,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"700 – 1000 BHD",3,Male,Government,Primary,Second,No,No,No,73.89,85.11,11.22,"3 - 5 hours",,,Arabic,"2026-07-17 18:53:02"
184,Yes,Yes,Secondary,Master's,Retired,Employed,Separated,"Less than 300 BHD",3,Male,Government,Primary,Fourth,No,No,No,82.22,82.60,0.38,"3 - 5 hours",,,Arabic,"2026-07-17 18:56:20"
184,Yes,Yes,Secondary,Master's,Retired,Employed,Separated,"Less than 300 BHD",3,Male,Government,Primary,Second,No,No,Yes,86.11,90.78,4.67,"More than 5 hours",,,Arabic,"2026-07-17 18:56:20"
185,Yes,Yes,Intermediate,Secondary,Retired,Unemployed,Married,"Less than 300 BHD",2,Female,Government,Intermediate,Second,Yes,Yes,Yes,82.00,82.00,0.00,"1 - 3 hours",التوحد,,Arabic,"2026-07-17 20:47:43"
186,Yes,Yes,Bachelor's,Bachelor's,Employed,Retired,Married,"More than 1000 BHD",4,Male,Government,Secondary,Second,No,Yes,No,95.00,95.00,0.00,"1 - 3 hours",,,Arabic,"2026-07-18 01:29:29"
186,Yes,Yes,Bachelor's,Bachelor's,Employed,Retired,Married,"More than 1000 BHD",4,Female,Government,Intermediate,First,No,Yes,No,96.00,96.00,0.00,"1 - 3 hours",,,Arabic,"2026-07-18 01:29:29"
187,Yes,Yes,Master's,Bachelor's,Employed,Unemployed,Married,"More than 1000 BHD",2,Female,Government,Primary,Fourth,Yes,Yes,No,99.00,100.00,1.00,"Less than an hour",,,Arabic,"2026-07-18 03:49:32"
188,Yes,Yes,Diploma,Bachelor's,Employed,Unemployed,Married,"700 – 1000 BHD",2,Male,Government,Primary,Fifth,Yes,Yes,No,96.00,98.00,2.00,"1 - 3 hours",,,Arabic,"2026-07-18 11:31:45"
189,Yes,Yes,Diploma,Bachelor's,Employed,Retired,Married,"700 – 1000 BHD",4,Female,Government,Secondary,Second,Yes,Yes,No,99.50,98.70,-0.80,"More than 5 hours","تشجيع المعلمين والبيئة المجيطة",.,Arabic,"2026-07-18 13:49:32"
189,Yes,Yes,Diploma,Bachelor's,Employed,Retired,Married,"700 – 1000 BHD",4,Female,Government,Intermediate,Second,No,Yes,No,99.00,99.00,0.00,"3 - 5 hours","تشجيع المعلمين والبيئة المجيطة",.,Arabic,"2026-07-18 13:49:32"
190,No,Yes,Primary,Secondary,Retired,Unemployed,Widow,"300 – 700 BHD",6,Female,Government,Secondary,Second,No,Yes,Yes,69.50,73.74,4.24,"1 - 3 hours",,,Arabic,"2026-07-18 15:41:53"
